name,website,investor_count,funding_count,funding_last_type,funding_last_date,valuation_date,revenue_year,funding_total_numeric_millions,funding_last_numeric_millions,valuation_numeric_millions,revenue_total_numeric_millions
Smartcar,https://smartcar.com,4,4,Series B,2022-01-19,,,36.0,24.0,,
Edgegap,https://edgegap.com,5,2,Series A,2021-11-10,,,7.76,7.0,,
Enable Injections,https://enableinjections.com,14,11,Series C,2022-01-27,,,313.44,215.0,,
The Logic,https://thelogic.co,5,4,Debt,2024-06-04,,,4.53,2.92,,
Dfns,https://dfns.co,9,1,Seed VC,2022-04-13,,,13.61,13.61,,
Tenzo,https://gotenzo.com,8,4,Series A,2023-05-16,,,7.67,5.0,,
DELLI,https://delli.market,2,3,Seed VC - III,2024-09-12,,,16.5,6.0,,
Billie,https://billie.io,10,5,Series C,2021-10-22,,,149.07,100.0,,
Klar,https://klar.mx,12,7,Line of Credit,2023-08-15,,,332.5,100.0,,
Consensus,https://consensussupport.com,1,5,Other Investors,,,,26.0,13.0,,
Vidyard,https://vidyard.com,19,7,Series D,2024-04-16,2016-01,,87.08,15.0,300.0,
Copper,https://getcopper.com,17,3,Series A,2022-04-26,,,42.3,29.0,,
Aktiia,https://aktiia.com,10,4,Series B,2024-02-27,,,58.3,30.65,,
TaskHuman,https://taskhuman.com,14,5,Series B - II,2023-11-01,,,31.05,1.0,,
LeanData,https://leandatainc.com,7,4,Series C,2019-03-18,,,42.6,27.5,,
Qbrain,https://q-brain.io,1,5,Other Investors,2023-01-01,,,26.0,13.0,,
Caribou,https://usecaribou.com,1,5,Other Investors,,,,26.0,13.0,,
Elementor,https://elementor.com,2,4,Unattributed,2022-06-08,,,65.86,50.0,,
Monarx,https://monarx.com,6,4,Series A,2023-02-23,,,9.79,6.1,,
Pipe,https://pipe.com,42,11,Line of Credit,2024-06-11,2022-05,,478.12,100.0,2000.0,
Wirelane,https://wirelane.com,7,4,Series B - III,2023-08-22,,,37.75,11.94,,
Sarwa,https://sarwa.co,21,7,Incubator/Accelerator - II,2022-09-01,,,16.3,13.0,,
Brightside,https://hibrightside.ca,1,5,Other Investors,,,,26.0,13.0,,
Footprint,https://footprint.ventures,1,1,Pre-Seed,2019-12-15,,,0.07,0.07,,
AELER,https://aeler.com,6,4,Seed VC,2022-03-09,,,8.75,7.5,,
Ecto,https://,5,1,Series A,2021-10-13,,,7.0,7.0,,
Parcl,https://parcl.co,13,5,Seed VC - II,2022-05-18,,,16.17,7.5,,
Vay,https://vay.io,14,2,Series B,2021-12-14,,,125.0,95.0,,
FloQast,https://floqast.com,14,5,Series E,2024-04-10,2021-07,,281.5,100.0,1200.0,
Alodokter,https://alodokter.com,17,8,Series C - IV,2024-02-21,,,55.7,5.2,,
Prisma,https://prisma.io,10,3,Series B,2022-05-03,,,56.5,40.0,,
Evernest,https://evernest.com,8,2,Series A,2022-01-11,,,21.85,14.78,,
Wellthy,https://wellthy.com,18,7,Series C,2023-05-11,2017-11,,75.85,25.52,8.0,
Gridspace,https://gridspace.com,6,7,Series A,2020-07-10,,,8.28,7.35,,
ThinkSono,https://thinksono.com,11,7,Series A - II,2024-03-14,,,8.15,2.69,,
Huuva,https://huuva.io,5,2,Seed VC,2022-06-01,,,6.45,5.23,,
Owl Labs,https://owllabs.com,5,4,Series C,2022-11-14,,,46.0,25.0,,
Blaize,https://blaize.io,1,1,Seed VC,2019-07-03,,,3.14,3.14,,
Infostellar,https://infostellar.net,20,6,Series B - II,2022-01-14,,,22.36,4.38,,
Skoove,https://skoove.com,7,4,Series A,2019-04-16,,,4.67,3.4,,
Phytoform,https://phytoformlabs.com,12,3,Biz Plan Competition,2024-03-21,,,5.75,13.0,,
InBolt,https://inbolt.fr,10,5,Series A,2024-09-19,,,19.7,16.4,,
Otoklix,https://otoklix.com,12,6,Series A,2021-12-17,,,12.0,10.0,,
Flex,https://flex.game,1,1,Seed,2022-05-04,,,0.12,0.12,,
remberg,https://remberg.de,11,2,Series A,2022-02-07,,,14.78,12.58,,
Vaayu,https://vaayu.tech,10,4,Shareholder Liquidity,2022-04-20,,,13.1,13.0,,
Carrot Fertility,https://get-carrot.com,22,7,Series C,2021-08-17,,,114.9,75.0,,
Looper Insights,https://looperinsights.com,3,3,Series A,2023-10-03,,,4.22,4.22,,
MedAware,https://medaware.com,11,9,Series A,2017-08-16,,,11.02,8.0,,
Vareto,https://vareto.com,11,2,Series A,2021-10-04,,,24.2,20.0,,
Breinify,https://breinify.ai,17,6,Seed VC - III,2021-05-27,,,16.91,11.0,,
Wthn,https://wthn.com,14,2,Series A,2024-01-08,,,5.0,5.0,,
Arcana Network,https://arcana.network,26,4,Seed,2023-01-10,,,1.68,13.0,,
Airwallex,https://airwallex.com,29,15,Incubator/Accelerator - III,2024-04-04,2022-10,,902.0,13.0,5500.0,
WellSheet,https://wellsheet.com,7,9,Convertible Note - III,2022-09-06,2019-06,,11.61,1.42,20.0,
Floyd,https://floydhome.com,7,4,Series B,2020-04-27,,,20.98,15.0,,
Qualiti,https://qualiti.ai,3,5,Seed VC - III,2024-02-29,,,14.82,13.0,,
Yosi Health,https://yosi.health,1,5,Incubator/Accelerator,2018-10-01,,,26.0,13.0,,
onomondo,https://onomondo.com,7,5,Series C,2022-07-05,,,26.05,21.0,,
Replicated,https://replicated.com,19,4,Series C,2021-07-27,,,81.5,50.0,,
Super.cc,https://super.cc,9,5,Dead,2014-06-01,,,26.0,13.0,,
Ubeya,https://ubeya.com,5,3,Series B,2024-10-14,,,13.53,10.0,,
Tiko,https://tiko.es,3,2,Series A,2021-07-20,,,106.53,65.0,,
PractiFI,https://practifi.com,4,3,Series B,2020-01-09,,,18.5,16.3,,
Scandit,https://scandit.com,13,6,Series D,2022-02-09,,,273.14,150.0,,
Zum,https://ridezum.com,18,14,Grant - III,2024-06-04,2024-01,,422.56,32.0,1300.0,
HomeTouch,https://myhometouch.com,8,6,Seed VC - III,2017-03-06,,,1.45,0.2,,
Paxafe,https://paxafe.com,18,7,Series A,2024-03-07,,,14.49,9.0,,
Pomelo Care,https://pomelocare.com,9,3,Series B,2024-06-20,,,79.0,46.0,,
Rabot,https://rabot.us,5,3,Series A,2024-08-15,,,7.6,5.0,,
CereTax,https://ceretax.com,3,2,Seed VC - II,2024-02-09,,,19.0,9.0,,
Avi Medical,https://avimedical.com,13,4,Series B,2022-04-06,,,89.49,54.6,,
Trainual,https://trainual.com,9,2,Series B,2021-06-30,,,33.78,27.0,,
Plum,https://plumcoownership.com,3,4,Seed,2023-04-21,,,1.73,13.0,,
Mattilda,https://mattilda.io,10,5,Line of Credit - II,2024-04-18,2023-07,,58.7,14.0,79.0,
Arcade,https://,1,5,Spinoff / Spinout,2018-05-03,,,26.0,13.0,,
Viz,https://viz.co.uk,1,5,Acquired,2022-01-13,,,26.0,13.0,,
Luma,https://lumaescola.com.br,1,1,Private Equity,2019-11-08,,,0.49,0.49,,
Roam,https://roam.co,9,2,Seed,2019-02-21,,,3.4,13.0,,
Breedr,https://breedr.co,12,8,Series A - II,2023-07-26,,,27.77,8.69,,
Rho,https://rho.co,13,7,Series B - II,2023-10-19,,,207.13,13.0,,
CellFE,https://cellfebiotech.com,12,4,Series A,2023-09-27,,,26.8,22.0,,
Obsidian Therapeutics,https://obsidiantx.com,30,4,Series C,2024-04-03,,,325.0,160.5,,
Wonder Brands,https://wonderbrands.co,15,4,Series A - II,2024-01-01,,,73.0,17.5,,
Fireside,https://firesidestove.com,1,5,Acquired,2023-03-31,,,26.0,13.0,,
GuardSquare,https://guardsquare.com,1,2,Series A,2019-01-30,,,29.5,29.0,,
Spocket,https://spocket.co,5,3,Series A,2018-08-22,,,1.72,1.2,,
Carta Healthcare,https://carta.healthcare,19,5,Series B - II,2023-06-08,,,42.3,5.0,,
REBBL,https://rebbl.co,7,7,Acquired,2022-06-15,,,34.91,13.0,,
Vendr,https://vendr.com,16,5,Series B,2022-02-24,2021-03,2019,216.15,150.0,600.0,1.0
Netomnia,https://netomnia.com,15,6,Acquired,2024-08-20,,,818.02,13.0,,
Cerby,https://cerby.com,22,4,Series A,2023-08-22,2022-02,,32.5,17.0,29.65,
Octagos Health,https://octagoshealth.com,2,2,Series B,2024-07-09,,,51.89,43.0,,
Cerebras,https://cerebras.net,17,8,Secondary Market - II,2023-02-16,2021-11,,718.0,13.0,4000.0,
PayHippo,https://payhippo.ng,15,5,Angel,2021-09-02,,,4.18,3.0,,
CognitOps,https://cognitops.com,12,8,Series A - II,2023-05-17,,,17.6,3.09,,
Bolt,https://,13,7,Acquired,2004-05-06,,,58.82,13.0,,
Crux,https://crux.la,1,1,Seed VC,2014-12-03,,,0.18,0.18,,
Ikas,https://ikas.com,7,4,Series A,2024-04-04,2020-08,,23.5,20.0,6.0,
VulnCheck,https://vulncheck.com,6,3,Seed VC - II,2024-04-19,,,7.95,4.75,,
Repertoire Immune Medicines,https://repertoire.com,7,5,Series B,2021-04-13,,,189.0,189.0,,
Zaapi,https://zaapi.com,9,2,Seed VC - II,2022-03-04,,,4.5,4.0,,
Twill,https://twill.health,22,14,Acquired,2024-02-21,,,153.74,13.0,,
Kindra,https://ourkindra.com,9,3,Seed VC - III,2024-03-26,,,8.4,1.0,,
Render,https://rendernetworks.com,1,5,Acq - Fin,2022-04-21,,,26.0,13.0,,
Lendo,https://lendo.se,1,5,Acq - Fin,2010-11-17,,,26.0,13.3,,
Fliff,https://getfliff.com,1,1,Series A,2022-08-15,,,14.97,14.97,,
iotaMotion,https://iotamotion.com,10,11,Series A - III,2023-04-13,,,21.42,12.0,,
Kobo360,https://kobo360.com,17,9,Incubator/Accelerator - II,2023-04-11,,,137.32,13.0,,
Garner,https://getgarner.com,7,5,Series B,2021-12-14,,,62.0,45.0,,
MainStreaming,https://mainstreaming.tv,3,2,Series B,2019-05-15,,,10.29,6.0,,
Maze,https://maze.co,13,4,Series B,2022-06-09,,,57.47,40.0,,
Journey Clinical,https://journeyclinical.com,16,3,Series A,2023-01-25,,,11.5,8.5,,
Naborforce,https://naborforce.com,5,5,Series A,2022-08-16,,,12.27,9.0,,
Anthill,https://anthill.co,7,5,Seed VC - II,2021-08-12,,,5.48,3.0,,
Relay,https://relayhub.com,2,5,Other Investors,,,,26.0,13.0,,
Coherence,https://coherence.io,5,3,Series A,2022-04-14,,,10.5,8.0,,
Liquity,https://liquity.co.uk,1,1,Seed,2014-07-21,,,0.02,0.02,,
Livepeer,https://livepeer.org,19,4,Series B - II,2022-01-05,,,48.0,20.0,,
CO.CO,https://collectivecollection.com,1,1,Corporate Minority,2016-02-01,,,0.51,0.51,,
CASAFARI,https://casafari.com,8,3,Series A,2021-07-07,,,20.52,15.0,,
Vital Interaction,https://vitalinteraction.com,3,2,Series A,2024-01-30,,,21.0,15.0,,
LeafLink,https://leaflink.com,13,8,Series D,2023-02-01,,,439.58,100.0,,
Vinterior,https://vinterior.co,4,3,Series B,2024-06-12,,,14.81,3.82,,
Much Better Adventures,https://muchbetteradventures.com,6,3,Angel - II,2019-06-24,2017-12,,3.33,1.28,8.89,
Onward,https://onward.ai,1,5,Acquired,2018-10-02,,,26.0,13.0,,
NotCo,https://notco.com,23,11,Series D - II,2022-12-12,2021-07,,465.84,70.0,1500.0,
Peregrine Technologies,https://peregrine.ai,8,7,Incubator/Accelerator - III,2022-10-21,,,2.39,13.0,,
Zeni,https://zeni.ai,11,3,Series B,2021-08-04,,,49.4,34.0,,
Mammoth Biosciences,https://mammoth.bio,23,16,Corporate Minority,2024-04-25,2021-09,,374.69,95.0,1000.0,
dopay,https://dopay.com,12,8,Series A - II,2024-07-16,,,37.15,13.5,,
Cognite,https://cognite.com,7,7,Secondary Market,2022-02-02,2021-05,,233.8,113.0,1600.0,
Partior,https://partior.com,9,3,Series B,2024-07-12,,,91.0,60.0,,
Everphone,https://everphone.com,18,8,Series D,2024-01-17,2021-12,2023,565.0,21.72,170.0,82.79
Gourmey,https://gourmey.com,19,6,Series A,2022-10-05,,,58.13,48.0,,
Gaussion,https://gaussion.com,6,5,Series A,2024-08-12,,,15.72,12.0,,
Howler,https://howler.at,9,1,Seed,2015-02-17,,,0.2,0.2,,
DataRobot,https://datarobot.com,44,19,Corporate Minority,2023-05-12,2021-07,,1089.0,13.0,6300.0,
Mainframe,https://themainframe.com,10,3,Series B,2021-11-30,,,33.22,22.9,,
GitGuardian,https://gitguardian.com,8,3,Incubator/Accelerator,2022-07-12,,,56.22,13.0,,
Cognism,https://cognism.com,18,7,Series C,2022-01-13,,2021,116.8,87.5,,19.2
Tessera Therapeutics,https://tesseratherapeutics.com,14,4,Series C,2022-04-19,,,530.0,300.0,,
FieldProxy,https://fieldproxy.com,16,4,Seed VC - II,2022-07-13,,,1.48,0.75,,
Droit,https://droithealth.com,1,5,Seed,,,,26.0,13.0,,
Futureswap,https://futureswap.exchange,1,1,Seed VC,2020-03-10,,,0.4,0.4,,
Populus,https://populusllc.com,1,5,Acquired,2014-08-06,,,26.0,13.0,,
Mudrex,https://mudrex.com,14,5,Unattributed,2022-08-02,,,21.47,12.32,,
Maximus,https://,1,5,Corporate Minority,2020-09-16,,,26.0,13.0,,
Lunchbox,https://lunchbox.io,16,6,Series B,2022-02-02,2020-10,,72.25,50.0,100.0,
Point,https://areyouonpoint.co,1,2,Unattributed,2022-01-27,,,2.39,2.39,,
Upload,https://uploadvr.com,18,3,Series A,2017-03-07,,,5.9,4.6,,
CheckSammy,https://checksammy.com,5,5,Series A,2024-01-24,,,60.28,22.5,,
Strigo,https://strigo.io,3,2,Series A,2020-07-30,,,10.5,8.0,,
Intrinsic,https://intrinsicsemi.com,5,4,Grant,2023-03-13,,,11.6,1.21,,
Strivr,https://strivr.com,17,9,Series B - II,2022-04-19,,,93.09,35.0,,
Listia,https://listia.com,13,5,Incubator/Accelerator,2018-05-15,,,10.77,13.0,,
Finout,https://finout.io,10,5,Series B,2024-05-23,2022-06,,44.8,26.3,50.0,
Fintoc,https://fintoc.com,11,7,Series A,2024-04-25,,,10.19,7.0,,
Evisort,https://evisort.com,10,9,Acquired,2024-09-17,,,154.58,13.0,,
Chaayos,https://chaayos.com,10,7,Series C,2022-06-13,,,93.5,53.0,,
Axelera AI,https://axelera.ai,12,7,Series B,2024-06-27,,,136.7,68.0,,
Sensome,https://sensome.com,8,4,Series B,2020-01-13,,,19.82,9.0,,
Postman,https://postman.com,8,6,Secondary Market,2024-08-05,2021-08,,433.0,13.0,5600.0,
GEM,https://gemgaming.com,1,5,Acquired,2016-05-05,,,26.0,13.0,,
Kondukto,https://kondukto.io,2,2,Seed VC - II,2022-09-06,,,1.0,1.0,,
Coda,https://codaplatform.com,1,1,Seed VC,2020-01-29,,,4.0,4.0,,
SwiftConnect,https://swiftconnect.io,15,5,Series A - II,2023-10-17,,,39.0,10.0,,
CEEK,https://ceek.com,3,5,Incubator/Accelerator,2021-01-01,,,26.0,13.0,,
Omnipresent,https://omnipresent.co.za,1,5,Angel,2018-03-23,,,26.0,13.0,,
NALA,https://iwantnala.com,12,6,Seed VC,2019-03-18,,,1.21,1.0,,
Stratio,https://stratiotechnology.com,9,10,Seed - III,2022-03-28,,,2.5,0.1,,
Buynomics,https://buynomics.com,6,4,Series A,2022-11-15,,,16.03,13.43,,
Drip Capital,https://dripcapital.com,19,12,Debt - II,2024-09-05,,,428.12,90.0,,
SleekFlow,https://sleekflow.io,7,5,Series A - II,2024-08-20,,,15.05,7.0,,
Ellipsis Health,https://ellipsishealth.com,23,7,Incubator/Accelerator,2024-03-04,,,30.39,0.1,,
Birdies,https://hibirdies.com,9,1,Debt,2023-11-17,,,0.6900000000000001,0.69,,
Cortilia,https://cortilia.it,5,4,Series C - II,2022-06-30,,,73.47,20.96,,
Engine Biosciences,https://enginebio.com,19,4,Series A - III,2023-10-03,,,80.0,9.0,,
Medmain,https://medmain.com,15,6,Series A - II,2024-04-18,,,20.36,5.5,,
Hermeus,https://hermeus.com,9,5,Unattributed VC,2022-05-13,,,116.25,13.0,,
CodeHS,https://codehs.com,8,5,Loan,2020-04-30,,2015,4.35,0.68,,1.0
Seso,https://sesolabor.com,12,7,Series B,2024-04-02,,,54.59,26.0,,
Culture Amp,https://cultureamp.com,12,6,Series F,2021-07-29,2019-09,2018,258.3,100.0,700.0,17.8
Moveworks,https://moveworks.com,13,6,Incubator/Accelerator,2024-05-02,2021-06,2019,305.0,13.0,2100.0,10.0
Forecast,https://forecast.es,1,5,Acq - Fin,2018-05-24,,,26.0,13.0,,
Precision Neuroscience,https://precisionneuro.io,7,3,Convertible Note,2024-04-02,,,80.5,27.5,,
Matera,https://matera.com,2,2,Acq - Fin,2024-07-17,,,23.0,100.0,,
Unbound,https://unbound.com,5,4,Corporate Majority,2018-06-28,,,1.94,13.0,,
Goldsky,https://goldsky.com,13,1,Seed VC,2022-09-12,,,20.0,20.0,,
Finkargo,https://finkargo.com,11,7,Debt,2024-09-13,,,197.86,75.0,,
Infinidat,https://infinidat.com,7,5,Series D,2020-06-11,2017-10,,325.0,13.0,1600.0,
Join,https://join.marketing,1,1,Series A,2017-12-13,,,1.18,1.18,,
Tinvio,https://tinvio.com,7,4,Series A,2021-07-15,,,18.6,12.0,,
IDnow,https://idnow.io,12,10,Incubator/Accelerator - IV,2022-08-23,2019-10,,119.3,13.0,133.33,
GT Medical Technologies,https://gtmedtech.com,6,6,Loan,2024-09-12,,,88.45,15.0,,
Hathora,https://hathora.dev,10,2,Seed VC,2023-03-26,,,7.6,7.6,,
Coinshift,https://coinshift.xyz,19,3,Series A,2022-03-29,,,19.75,15.0,,
Kudo,https://kudo.co.id,8,5,Acquired,2017-02-13,,,26.0,13.0,,
Cala,https://calahealth.com,23,9,Series D - II,2022-05-19,,,157.0,13.0,,
Elmenus,https://elmenus.com,12,7,Corporate Minority,2022-02-28,,,19.5,13.0,,
Deepdub,https://deepdub.ai,10,1,Series A,2022-02-10,,,20.0,20.0,,
Tailscale,https://tailscale.com,10,3,Series B,2022-05-04,,,114.12,100.0,,
Take Command Health,https://takecommandhealth.com,4,6,Series B,2023-09-19,,,44.75,25.0,,
VoiceOps,https://voiceops.com,8,6,Series A,2019-08-27,2016-12,,11.22,9.0,6.0,
ViralGains,https://viralgains.com,26,7,Loan,2020-04-15,,,29.33,0.68,,
BioSerenity,https://bioserenity.com,9,9,Private Equity,2023-11-13,,,119.87,25.65,,
Cape Analytics,https://capeanalytics.com,20,6,Series C,2021-07-14,,,75.0,44.0,,
CredShields,https://credshields.com,2,2,Seed VC,2024-03-01,,,1.0,1.0,,
Higharc,https://higharc.com,25,7,Series B,2024-02-15,,,79.9,53.0,,
Writesonic,https://writesonic.com,7,4,Seed VC,2021-09-01,,,3.1,2.6,,
Precirix,https://precirix.com,11,3,Series B,2022-03-16,,,129.82,87.92,,
Affogata,https://affogata.com,9,4,Incubator/Accelerator,2022-04-05,,,15.0,13.0,,
Spinergie,https://spinergie.com,6,1,Series A,2022-06-28,,,11.58,11.58,,
HealthifyMe,https://healthifyme.com,28,13,Series C - II,2023-06-07,2021-07,,130.25,25.0,100.0,
Cursor,https://cursor.com,10,4,Series A,2024-07-16,,,68.0,60.0,,
Thyme Care,https://thymecare.com,12,4,Debt,2024-07-16,,,177.0,40.0,,
Avarni,https://avarni.co,5,2,Series A - II,2023-11-21,,,4.64,1.64,,
Huboo,https://huboo.com,12,8,Series C,2023-11-30,,,137.29,13.0,,
Zageno,https://zageno.com,6,4,Series D,2023-05-25,,,120.93,33.0,,
Snafu Records,https://snafurecords.com,17,6,Seed,2023-06-27,,,19.9,13.0,,
SLAMcore,https://slamcore.com,13,6,Series A,2022-05-03,,,26.0,16.0,,
Verusen,https://verusen.com,11,7,Incubator/Accelerator - II,2024-02-15,,,35.95,13.0,,
RentSpree,https://rentspree.com,13,5,Series B,2022-08-29,2021-07,,27.69,17.3,53.0,
Open Raven,https://openraven.com,8,5,Acquired,2024-06-11,,,39.1,13.0,,
Mojio,https://moj.io,16,13,Series B - V,2019-02-20,2017-11,,57.35,10.0,101.9,
Recode Therapeutics,https://recodetx.com,18,6,Series B - IV,2023-09-28,,,381.8,49.8,,
Isaac Health,https://myisaachealth.com,6,3,Seed VC,2024-01-25,2022-04,,5.7,5.7,10.0,
Nativo,https://nativo.com,8,8,Unattributed,2023-04-18,,,64.42,25.0,,
Zigazoo,https://zigazoo.com,20,3,Series A,2022-06-28,,,21.0,17.0,,
Kalibrr,https://kalibrr.com,8,4,Series A - II,2017-01-23,,,7.53,5.51,,
ViSenze,https://visenze.com,19,6,Series C,2019-02-19,,,34.0,20.0,,
Small Door Veterinary,https://smalldoorvet.com,15,3,Series B,2022-12-14,2021-04,,63.5,40.0,50.0,
Popl,https://popl.co,5,2,Seed VC,2021-04-06,,,2.33,2.2,,
Cohesity,https://cohesity.com,26,9,Series F,2024-03-18,2021-03,2018,660.0,13.0,3700.0,100.0
Breef,https://breef.com,11,5,Debt - II,2023-02-06,2022-11,,20.5,16.0,43.0,
FintechOS,https://fintechos.com,12,8,Incubator/Accelerator - II,2024-07-01,,2022,145.92,13.0,,20.0
goTenna,https://gotenna.com,20,10,Corporate Minority,2023-10-19,,,41.07,13.0,,
BitPay,https://bitpay.com,29,7,Incubator/Accelerator,2022-01-01,2014-05,,72.7,13.0,160.0,
Avisi Technologies,https://avisitech.com,18,12,Seed,2022-11-18,,,6.68,5.34,,
SeedLegals,https://seedlegals.com,14,6,Biz Plan Competition - II,2020-01-30,,,5.31,13.0,,
Moglix,https://moglix.com,16,10,Series F,2022-01-27,2021-05,,470.71,250.0,1000.0,
Unifimoney,https://unifimoney.com,9,5,Seed VC - IV,2022-04-06,,,11.0,10.0,,
Artifact,https://artifact.io,5,2,Seed,2020-07-10,,,4.05,2.0,,
3DEO,https://3deo.co,9,8,Unattributed,2024-09-05,,,40.71,3.5,,
Glorify,https://glorify-app.com,11,4,Series B,2022-03-08,2021-12,,80.1,40.0,250.0,
Lev,https://levdigital.com,1,5,Acquired,2020-03-23,,,26.0,13.0,,
Doctify,https://doctify.com,8,6,Series C,2023-02-01,,,20.5,10.0,,
Dash Hudson,https://dashhudson.com,6,3,Series A,2017-01-12,,,2.74,1.54,,
TrueCar,https://truecar.com,21,13,Corporate Minority - P2P,2022-11-15,2014-05,,335.5,13.0,639.34,
Coinme,https://coinme.com,11,11,Unattributed - II,2022-10-11,,2021,25.78,0.77,,32.0
It's Electric,https://itselectric.us,23,8,Biz Plan Competition - II,2024-07-17,2023-03,,8.8,13.0,5.0,
Biolinq,https://biolinq.com,29,12,Series D,2024-04-04,,,381.9,58.0,,
Minio,https://min.io,13,3,Series B,2022-01-26,,,126.3,103.0,,
Flock,https://flockhomes.com,6,2,Series A,2022-02-25,2020-10,,27.65,26.0,7.0,
Giftbit,https://giftbit.com,2,2,Seed VC,2016-02-26,,,0.12,13.0,,
Orbem,https://orbem.ai,12,12,Series A,2023-10-11,,,41.81,31.8,,
Validus,https://validus.no,1,5,Acq - Fin,2013-07-09,,,26.0,13.0,,
Leapwork,https://leapwork.com,5,3,Series B,2021-08-25,,,72.0,62.0,,
MindMaze,https://mindmaze.com,8,9,Acq - Pending,2023-11-21,2016-01,,348.53,13.0,1000.0,
Wealthfront,https://wealthfront.com,64,8,Convertible Note,2022-09-02,2018-01,,274.2,69.7,500.0,
IntelinAir,https://intelinair.com,13,6,Series B,2021-09-23,,,23.83,20.0,,
Prose,https://prose.com,8,3,Series B,2018-11-16,,,25.57,18.0,,
Shelf,https://shelfpay.in,1,1,Convertible Note,2022-08-05,,,0.5,0.5,,
SalaryBox,https://salarybox.in,5,3,Seed VC,2021-11-17,,,4.13,4.0,,
Osano,https://osano.com,12,4,Series B,2023-08-10,,,44.4,25.0,,
Compa,https://trycompa.com,13,3,Series A,2024-01-29,,,17.1,10.0,,
Payflow,https://payflow.es,23,11,Series B,2024-07-24,,,19.24,6.5,,
Syantra,https://syantra.com,7,3,Series A - II,2024-09-11,,,9.05,3.61,,
Ninja Van,https://ninjavan.co,15,7,Series E,2021-09-27,2020-05,,976.5,578.0,750.0,
Terra Drone,https://terra-drone.net,13,5,Corporate Minority,2023-12-25,,,94.65,13.0,,
ResortPass,https://resortpass.com,17,6,Series B,2022-11-30,,,37.4,26.0,,
Kigen,https://kigen.com,2,5,Seed,2022-06-14,,,26.0,13.0,,
Agtonomy,https://agtonomy.com,12,5,Series A,2023-12-19,,,40.5,22.5,,
Guidesly,https://guidesly.com,4,2,Seed VC,2022-01-25,,,4.0,4.0,,
Whop,https://whop.com,5,3,Series A,2023-07-20,,,17.0,17.0,,
Meroxa,https://meroxa.com,15,2,Series A,2021-04-13,,,19.2,15.0,,
DayTwo,https://daytwo.com,15,8,Dead,2024-08-12,,,85.0,13.0,,
Mosaic Foods,https://mosaicfoods.com,3,2,Seed VC,2021-11-23,,,6.0,6.0,,
Gunzilla Games,https://gunzillagames.com,22,4,Series B,2024-03-26,,,71.0,13.0,,
Webacy,https://webacy.com,17,3,Seed VC,2023-02-07,,,5.0,5.0,,
The Cool Down,https://thecooldown.com,9,1,Seed VC,2022-04-07,,,5.72,5.72,,
Magnolia Medical Technologies,https://magnolia-medical.com,10,13,Series D,2022-01-25,,,118.44,46.0,,
Stockly,https://stockly.ai,11,7,Series A,2022-09-28,,,18.15,12.0,,
Buoyant,https://buoyant.io,9,4,Loan,2020-04-27,,,24.68,0.68,,
Metafy,https://metafy.gg,8,3,Series A,2021-12-03,,,33.75,25.0,,
Codat,https://codat.io,9,7,Series C,2022-06-08,,,166.52,100.0,,
Creator,https://china-creator.com.cn,1,5,Acquired,2019-03-10,,,26.0,21.13,,
The Student Hub,https://thestudenthub.co.za,1,1,Seed,2020-11-20,,,2.92,2.92,,
Hadrian,https://hadrian-inc.com,1,5,Acquired,2020-12-04,,,26.0,13.0,,
ClimateAi,https://climate.ai,17,4,Series B,2023-04-13,2021-07,,38.24,22.0,110.0,
Sendoso,https://sendoso.com,12,7,Series C,2021-09-14,,,156.89,100.0,,
VOI,https://voi.com,33,14,Series E,2024-03-12,2021-12,,542.9,13.0,1000.0,
GoodTrust,https://mygoodtrust.com,19,3,Convertible Note,2022-02-28,,,8.38,0.85,,
Keyway,https://whykeyway.com,9,3,Series A,2022-06-21,,,110.0,25.0,,
Causal,https://causallabs.io,2,5,Other Investors,,,,26.0,13.0,,
Wyze,https://wyze.com,5,5,Series B,2021-07-29,,,145.0,110.0,,
Socure,https://socure.com,30,17,Unattributed VC,2023-06-30,2021-11,,743.25,13.0,4500.0,
C2Sense,https://c2sense.com,13,7,Grant - III,2023-05-16,,,11.7,13.0,,
CARMA,https://carmaindustries.com,1,5,Acq - Fin,2019-08-22,,,26.0,13.0,,
Casted,https://casted.us,5,4,Series B,2024-10-04,,,11.98,1.0,,
Airspace Systems,https://airspace.co,6,3,Loan,2020-04-15,,,25.68,0.68,,
Instacrops,https://instacrops.com,12,9,Incubator/Accelerator - IV,2024-04-10,,,8.9,13.0,,
Medkitdoc,https://medkitdoc.de,5,1,Seed VC,2021-12-28,,,7.92,7.92,,
Lygos,https://lygos.com,15,14,Convertible Note,2022-04-18,,,203.92,160.0,,
